filename,w,h,x1,y1,x2,y2,x3,y3,x4,y4,class
gangnam__1.jpg,0,0,2306.387451171875,1914.6312255859375,3368.079345703125,1914.6312255859375,3368.079345703125,2376.248779296875,2306.387451171875,2376.248779296875,signboard
gangnam__1.jpg,0,0,4035.08447265625,1950.57421875,4956.48828125,1950.57421875,4956.48828125,2191.034423828125,4035.08447265625,2191.034423828125,signboard
gangnam__10.jpg,0,0,1572.30615234375,1241.468505859375,3236.35205078125,1241.468505859375,3236.35205078125,1600.6302490234375,1572.30615234375,1600.6302490234375,signboard
gangnam__10.jpg,0,0,3243.47705078125,1101.27294921875,4703.61474609375,1101.27294921875,4703.61474609375,1562.8438720703125,3243.47705078125,1562.8438720703125,signboard
gangnam__100.jpg,0,0,271.79901123046875,137.97015380859375,1761.78955078125,137.97015380859375,1761.78955078125,661.072021484375,271.79901123046875,661.072021484375,signboard
gangnam__11.jpg,0,0,4398.49853515625,266.1034240722656,6860.61669921875,266.1034240722656,6860.61669921875,1686.151611328125,4398.49853515625,1686.151611328125,signboard
gangnam__11.jpg,0,0,409.20654296875,701.5628662109375,4415.7138671875,701.5628662109375,4415.7138671875,1384.535400390625,409.20654296875,1384.535400390625,signboard
gangnam__12.jpg,0,0,2663.83837890625,640.1149291992188,4284.82275390625,640.1149291992188,4284.82275390625,1137.9635009765625,2663.83837890625,1137.9635009765625,signboard
gangnam__13.jpg,0,0,2593.256591796875,361.6955871582031,6522.52587890625,361.6955871582031,6522.52587890625,1177.7637939453125,2593.256591796875,1177.7637939453125,signboard
gangnam__14.jpg,0,0,877.8012084960938,0.0,3565.0146484375,0.0,3565.0146484375,616.0372314453125,877.8012084960938,616.0372314453125,signboard
gangnam__14.jpg,0,0,708.4688110351562,454.07049560546875,4616.62109375,454.07049560546875,4616.62109375,1214.9647216796875,708.4688110351562,1214.9647216796875,signboard
gangnam__15.jpg,0,0,3679.918212890625,411.84466552734375,6583.6796875,411.84466552734375,6583.6796875,1284.3822021484375,3679.918212890625,1284.3822021484375,signboard
gangnam__16.jpg,0,0,2303.419677734375,1398.7628173828125,4668.28662109375,1398.7628173828125,4668.28662109375,1803.9901123046875,2303.419677734375,1803.9901123046875,signboard
gangnam__17.jpg,0,0,2831.619384765625,288.51629638671875,4796.11474609375,288.51629638671875,4796.11474609375,688.5328369140625,2831.619384765625,688.5328369140625,signboard
gangnam__18.jpg,0,0,2521.75927734375,671.1337890625,3803.569091796875,671.1337890625,3803.569091796875,1522.2381591796875,2521.75927734375,1522.2381591796875,signboard
gangnam__18.jpg,0,0,3898.09130859375,613.5482788085938,8177.87353515625,613.5482788085938,8177.87353515625,1272.949951171875,3898.09130859375,1272.949951171875,signboard
gangnam__19.jpg,0,0,897.9661865234375,705.7943115234375,3993.166259765625,705.7943115234375,3993.166259765625,1403.4771728515625,897.9661865234375,1403.4771728515625,signboard
gangnam__2.jpg,0,0,2646.2705078125,170.765380859375,5711.396484375,170.765380859375,5711.396484375,1194.41748046875,2646.2705078125,1194.41748046875,signboard
gangnam__20.jpg,0,0,3032.95947265625,641.9048461914062,5571.52197265625,641.9048461914062,5571.52197265625,1506.28662109375,3032.95947265625,1506.28662109375,signboard
gangnam__20.jpg,0,0,3065.90478515625,645.6101684570312,5566.30224609375,645.6101684570312,5566.30224609375,1508.0762939453125,3065.90478515625,1508.0762939453125,signboard
gangnam__21.jpg,0,0,1422.0714111328125,101.75625610351562,4655.09130859375,101.75625610351562,4655.09130859375,1353.104736328125,1422.0714111328125,1353.104736328125,signboard
gangnam__21.jpg,0,0,987.7591552734375,0.0,4395.8857421875,0.0,4395.8857421875,272.37628173828125,987.7591552734375,272.37628173828125,signboard
gangnam__22.jpg,0,0,4170.62060546875,381.1307373046875,7570.95263671875,381.1307373046875,7570.95263671875,1840.2125244140625,4170.62060546875,1840.2125244140625,signboard
gangnam__22.jpg,0,0,1434.5198974609375,228.88204956054688,3560.047119140625,228.88204956054688,3560.047119140625,2200.32666015625,1434.5198974609375,2200.32666015625,signboard
gangnam__22.jpg,0,0,1453.400634765625,311.8590087890625,3557.564453125,311.8590087890625,3557.564453125,2190.3603515625,1453.400634765625,2190.3603515625,signboard
gangnam__23.jpg,0,0,7099.5693359375,685.03515625,8192.0,685.03515625,8192.0,1733.3026123046875,7099.5693359375,1733.3026123046875,signboard
gangnam__23.jpg,0,0,1656.7552490234375,377.6741638183594,7073.05224609375,377.6741638183594,7073.05224609375,1692.34619140625,1656.7552490234375,1692.34619140625,signboard
gangnam__24.jpg,0,0,2136.96142578125,532.5068359375,5010.63037109375,532.5068359375,5010.63037109375,1411.1197509765625,2136.96142578125,1411.1197509765625,signboard
gangnam__25.jpg,0,0,288.9404602050781,251.3988494873047,2017.316650390625,251.3988494873047,2017.316650390625,521.297607421875,288.9404602050781,521.297607421875,signboard
gangnam__26.jpg,0,0,396.80963134765625,240.81121826171875,1705.3375244140625,240.81121826171875,1705.3375244140625,526.823974609375,396.80963134765625,526.823974609375,signboard
gangnam__27.jpg,0,0,934.0392456054688,246.1373291015625,2027.8880615234375,246.1373291015625,2027.8880615234375,496.6491394042969,934.0392456054688,496.6491394042969,signboard
gangnam__28.jpg,0,0,467.73919677734375,162.30419921875,1951.798828125,162.30419921875,1951.798828125,413.9421081542969,467.73919677734375,413.9421081542969,signboard
gangnam__29.jpg,0,0,623.541748046875,144.98069763183594,1413.601806640625,144.98069763183594,1413.601806640625,597.763671875,623.541748046875,597.763671875,signboard
gangnam__3.jpg,0,0,1428.8131103515625,244.95040893554688,6797.58349609375,244.95040893554688,6797.58349609375,1504.2294921875,1428.8131103515625,1504.2294921875,signboard
gangnam__3.jpg,0,0,6661.24267578125,223.56719970703125,8192.0,223.56719970703125,8192.0,2001.9813232421875,6661.24267578125,2001.9813232421875,signboard
gangnam__30.jpg,0,0,0.0,1005.6641235351562,902.062255859375,1005.6641235351562,902.062255859375,1277.872314453125,0.0,1277.872314453125,signboard
