filename,w,h,x1,y1,x2,y2,x3,y3,x4,y4,class
brooklyn__1.jpg,0,0,1188.8240966796875,313.7568664550781,4885.45166015625,313.7568664550781,4885.45166015625,1609.0172119140625,1188.8240966796875,1609.0172119140625,signboard
brooklyn__1.jpg,0,0,5966.0732421875,1708.018310546875,6672.1240234375,1708.018310546875,6672.1240234375,1964.058349609375,5966.0732421875,1964.058349609375,signboard
brooklyn__10.jpg,0,0,6161.9267578125,641.8309936523438,8019.9912109375,641.8309936523438,8019.9912109375,1299.001220703125,6161.9267578125,1299.001220703125,signboard
brooklyn__10.jpg,0,0,4669.84619140625,1226.528564453125,5685.7509765625,1226.528564453125,5685.7509765625,1661.2403564453125,4669.84619140625,1661.2403564453125,signboard
brooklyn__100.jpg,0,0,330.7842712402344,197.91114807128906,1799.71240234375,197.91114807128906,1799.71240234375,474.4296569824219,330.7842712402344,474.4296569824219,signboard
brooklyn__100.jpg,0,0,0.0,221.28765869140625,365.4761962890625,221.28765869140625,365.4761962890625,438.01300048828125,0.0,438.01300048828125,signboard
brooklyn__11.jpg,0,0,3707.1376953125,836.4478149414062,5316.412109375,836.4478149414062,5316.412109375,1229.4320068359375,3707.1376953125,1229.4320068359375,signboard
brooklyn__11.jpg,0,0,6406.60302734375,533.1267700195312,8183.669921875,533.1267700195312,8183.669921875,1133.522705078125,6406.60302734375,1133.522705078125,signboard
brooklyn__12.jpg,0,0,2858.712646484375,723.7545776367188,5534.1513671875,723.7545776367188,5534.1513671875,1421.97216796875,2858.712646484375,1421.97216796875,signboard
brooklyn__12.jpg,0,0,1301.90869140625,1443.1439208984375,2512.34033203125,1443.1439208984375,2512.34033203125,1904.9459228515625,1301.90869140625,1904.9459228515625,signboard
brooklyn__12.jpg,0,0,5991.1083984375,754.3592529296875,7471.41796875,754.3592529296875,7471.41796875,1091.2841796875,5991.1083984375,1091.2841796875,signboard
brooklyn__13.jpg,0,0,2625.486328125,296.76727294921875,4325.5751953125,296.76727294921875,4325.5751953125,875.7931518554688,2625.486328125,875.7931518554688,signboard
brooklyn__13.jpg,0,0,1314.66650390625,562.8092651367188,2485.743408203125,562.8092651367188,2485.743408203125,955.3200073242188,1314.66650390625,955.3200073242188,signboard
brooklyn__14.jpg,0,0,5831.5673828125,1006.7760009765625,7394.63232421875,1006.7760009765625,7394.63232421875,1520.3084716796875,5831.5673828125,1520.3084716796875,signboard
brooklyn__14.jpg,0,0,1957.91455078125,866.864501953125,5823.8701171875,866.864501953125,5823.8701171875,1492.090087890625,1957.91455078125,1492.090087890625,signboard
brooklyn__14.jpg,0,0,7399.0546875,541.8099975585938,7959.94921875,541.8099975585938,7959.94921875,1013.8408203125,7399.0546875,1013.8408203125,signboard
brooklyn__15.jpg,0,0,3396.677490234375,765.3515014648438,5408.447265625,765.3515014648438,5408.447265625,1289.48779296875,3396.677490234375,1289.48779296875,signboard
brooklyn__15.jpg,0,0,5351.83203125,588.8640747070312,7572.39892578125,588.8640747070312,7572.39892578125,1036.6971435546875,5351.83203125,1036.6971435546875,signboard
brooklyn__16.jpg,0,0,852.3538208007812,890.3878173828125,2765.803955078125,890.3878173828125,2765.803955078125,1309.562255859375,852.3538208007812,1309.562255859375,signboard
brooklyn__16.jpg,0,0,3323.502685546875,1220.30224609375,5345.19189453125,1220.30224609375,5345.19189453125,1432.9097900390625,3323.502685546875,1432.9097900390625,signboard
brooklyn__16.jpg,0,0,0.0,111.80293273925781,753.642333984375,111.80293273925781,753.642333984375,1148.5191650390625,0.0,1148.5191650390625,signboard
brooklyn__17.jpg,0,0,3755.470703125,811.6492919921875,5516.90966796875,811.6492919921875,5516.90966796875,1227.3525390625,3755.470703125,1227.3525390625,signboard
brooklyn__17.jpg,0,0,1035.5633544921875,602.4811401367188,3140.065673828125,602.4811401367188,3140.065673828125,1184.331298828125,1035.5633544921875,1184.331298828125,signboard
brooklyn__17.jpg,0,0,6280.93212890625,951.1571655273438,8069.01708984375,951.1571655273438,8069.01708984375,1377.68408203125,6280.93212890625,1377.68408203125,signboard
brooklyn__18.jpg,0,0,4942.5029296875,1261.9293212890625,7724.27783203125,1261.9293212890625,7724.27783203125,1894.4503173828125,4942.5029296875,1894.4503173828125,signboard
brooklyn__18.jpg,0,0,374.194580078125,1125.3887939453125,1794.548828125,1125.3887939453125,1794.548828125,1583.851806640625,374.194580078125,1583.851806640625,signboard
brooklyn__18.jpg,0,0,2905.59765625,353.58770751953125,4354.01806640625,353.58770751953125,4354.01806640625,1770.8497314453125,2905.59765625,1770.8497314453125,signboard
brooklyn__18.jpg,0,0,1938.12158203125,1178.088134765625,2797.374267578125,1178.088134765625,2797.374267578125,1655.770263671875,1938.12158203125,1655.770263671875,signboard
brooklyn__19.jpg,0,0,2180.694580078125,944.1653442382812,5354.11767578125,944.1653442382812,5354.11767578125,1406.73828125,2180.694580078125,1406.73828125,signboard
brooklyn__19.jpg,0,0,408.4689636230469,909.995361328125,2271.860107421875,909.995361328125,2271.860107421875,1351.5186767578125,408.4689636230469,1351.5186767578125,signboard
brooklyn__2.jpg,0,0,131.95733642578125,1031.7342529296875,2659.154296875,1031.7342529296875,2659.154296875,1717.8077392578125,131.95733642578125,1717.8077392578125,signboard
brooklyn__2.jpg,0,0,5532.38916015625,836.2700805664062,7679.86572265625,836.2700805664062,7679.86572265625,1393.122802734375,5532.38916015625,1393.122802734375,signboard
brooklyn__2.jpg,0,0,2669.064453125,672.4979248046875,5577.71337890625,672.4979248046875,5577.71337890625,1504.46484375,2669.064453125,1504.46484375,signboard
brooklyn__2.jpg,0,0,919.55908203125,634.0628662109375,5713.3203125,634.0628662109375,5713.3203125,1676.23828125,919.55908203125,1676.23828125,signboard
brooklyn__20.jpg,0,0,3289.390869140625,998.4793090820312,5384.119140625,998.4793090820312,5384.119140625,1272.758056640625,3289.390869140625,1272.758056640625,signboard
brooklyn__20.jpg,0,0,1379.9981689453125,1296.9432373046875,3128.2763671875,1296.9432373046875,3128.2763671875,1497.565185546875,1379.9981689453125,1497.565185546875,signboard
brooklyn__21.jpg,0,0,3632.5595703125,1014.2631225585938,5342.712890625,1014.2631225585938,5342.712890625,1614.5032958984375,3632.5595703125,1614.5032958984375,signboard
brooklyn__21.jpg,0,0,6462.08984375,1123.1695556640625,7621.1240234375,1123.1695556640625,7621.1240234375,1340.4130859375,6462.08984375,1340.4130859375,signboard
brooklyn__21.jpg,0,0,1367.2528076171875,2072.021728515625,4441.9619140625,2072.021728515625,4441.9619140625,3037.62353515625,1367.2528076171875,3037.62353515625,signboard
brooklyn__21.jpg,0,0,1362.645751953125,2072.227294921875,5711.271484375,2072.227294921875,5711.271484375,3690.212158203125,1362.645751953125,3690.212158203125,signboard
brooklyn__21.jpg,0,0,896.8603515625,1007.1301879882812,1565.2120361328125,1007.1301879882812,1565.2120361328125,1338.556640625,896.8603515625,1338.556640625,signboard
brooklyn__22.jpg,0,0,4436.521484375,669.5771484375,7333.37890625,669.5771484375,7333.37890625,1682.446044921875,4436.521484375,1682.446044921875,signboard
brooklyn__22.jpg,0,0,503.3097229003906,588.8488159179688,1197.24462890625,588.8488159179688,1197.24462890625,1105.923583984375,503.3097229003906,1105.923583984375,signboard
brooklyn__22.jpg,0,0,49.83073043823242,0.0,2566.837646484375,0.0,2566.837646484375,1215.5826416015625,49.83073043823242,1215.5826416015625,signboard
brooklyn__22.jpg,0,0,269.6776123046875,93.47286224365234,4316.5888671875,93.47286224365234,4316.5888671875,1369.1136474609375,269.6776123046875,1369.1136474609375,signboard
brooklyn__22.jpg,0,0,5474.64599609375,836.2147827148438,6193.86376953125,836.2147827148438,6193.86376953125,1559.4417724609375,5474.64599609375,1559.4417724609375,signboard
brooklyn__22.jpg,0,0,2537.550048828125,154.17611694335938,4421.4267578125,154.17611694335938,4421.4267578125,1298.5093994140625,2537.550048828125,1298.5093994140625,signboard
brooklyn__23.jpg,0,0,4820.3212890625,820.3176879882812,6774.31005859375,820.3176879882812,6774.31005859375,1566.4781494140625,4820.3212890625,1566.4781494140625,signboard
brooklyn__23.jpg,0,0,3803.2509765625,642.9046630859375,6931.81494140625,642.9046630859375,6931.81494140625,1670.21728515625,3803.2509765625,1670.21728515625,signboard
brooklyn__23.jpg,0,0,3393.66015625,620.1652221679688,7731.384765625,620.1652221679688,7731.384765625,2123.860595703125,3393.66015625,2123.860595703125,signboard
brooklyn__24.jpg,0,0,3372.50537109375,1474.1773681640625,4631.54150390625,1474.1773681640625,4631.54150390625,1839.8507080078125,3372.50537109375,1839.8507080078125,signboard
brooklyn__25.jpg,0,0,262.8644104003906,650.9613647460938,6545.76611328125,650.9613647460938,6545.76611328125,1861.639404296875,262.8644104003906,1861.639404296875,signboard
brooklyn__25.jpg,0,0,4032.78466796875,1196.770751953125,6161.35791015625,1196.770751953125,6161.35791015625,1576.0704345703125,4032.78466796875,1576.0704345703125,signboard
brooklyn__25.jpg,0,0,5946.96240234375,1232.0543212890625,8070.314453125,1232.0543212890625,8070.314453125,3266.2177734375,5946.96240234375,3266.2177734375,signboard
brooklyn__25.jpg,0,0,810.8132934570312,1897.9564208984375,3398.9306640625,1897.9564208984375,3398.9306640625,3378.403076171875,810.8132934570312,3378.403076171875,signboard
brooklyn__26.jpg,0,0,2937.38916015625,1031.6021728515625,4731.6123046875,1031.6021728515625,4731.6123046875,1418.106689453125,2937.38916015625,1418.106689453125,signboard
