filename,w,h,x1,y1,x2,y2,x3,y3,x4,y4,class
brooklyn__1.jpg,8192,4828,1419.076904296875,362.0769348144531,4726.76904296875,1035.15380859375,4734.46142578125,1623.6153564453125,1503.6922607421875,1431.3077392578125,signboard
brooklyn__10.jpg,8192,4828,4699.84619140625,1223.6153564453125,5715.23095703125,1235.15380859375,5692.15380859375,1631.3077392578125,4688.3076171875,1631.3077392578125,signboard
brooklyn__10.jpg,8192,4828,6246.0,669.7692260742188,8034.46142578125,735.1538696289062,7969.0771484375,1212.076904296875,6222.9228515625,1204.3846435546875,signboard
brooklyn__100.jpg,2197,1295,388.19073486328125,213.99484252929688,1663.448486328125,213.99484252929688,1653.13916015625,464.51031494140625,388.19073486328125,466.5721740722656,signboard
brooklyn__100.jpg,2197,1295,1724.273193359375,204.71649169921875,1972.726806640625,200.59278869628906,1971.6959228515625,456.26287841796875,1727.365966796875,453.17010498046875,signboard
brooklyn__11.jpg,8192,4828,3753.6923828125,962.076904296875,5284.46142578125,815.923095703125,5265.23095703125,1200.5384521484375,3753.6923828125,1239.0,signboard
brooklyn__12.jpg,8192,4828,2846.0,758.2307739257812,5549.84619140625,712.076904296875,5511.384765625,1404.3846435546875,2861.384521484375,1423.6153564453125,signboard
brooklyn__12.jpg,8192,4828,1311.3846435546875,1454.3846435546875,2519.076904296875,1439.0,2542.15380859375,1885.15380859375,1357.5384521484375,1885.15380859375,signboard
brooklyn__13.jpg,8192,4828,2611.384521484375,408.23077392578125,4276.76904296875,315.9230651855469,4292.15380859375,704.3846435546875,2626.769287109375,735.1538696289062,signboard
brooklyn__13.jpg,8192,4828,1246.0,573.6153564453125,2457.53857421875,519.7692260742188,2492.15380859375,950.5384521484375,1296.0,965.923095703125,signboard
brooklyn__14.jpg,8192,4828,1930.6153564453125,892.8461303710938,5807.53857421875,1054.3846435546875,5822.9228515625,1531.3077392578125,1949.84619140625,1446.6922607421875,signboard
brooklyn__14.jpg,8192,4828,5884.46142578125,1004.3846435546875,7357.53857421875,1065.923095703125,7342.15380859375,1527.4615478515625,5876.76904296875,1512.076904296875,signboard
brooklyn__15.jpg,8192,4828,3446.0,777.4615478515625,5361.384765625,758.2307739257812,5349.84619140625,1296.6922607421875,3426.769287109375,1277.4615478515625,signboard
brooklyn__15.jpg,8192,4828,5365.23095703125,662.076904296875,7538.3076171875,623.6153564453125,7472.9228515625,1169.769287109375,5376.76904296875,1173.6153564453125,signboard
brooklyn__16.jpg,8192,4828,861.3846435546875,927.4615478515625,2572.923095703125,854.3846435546875,2596.0,1277.4615478515625,915.2307739257812,1354.3846435546875,signboard
brooklyn__16.jpg,8192,4828,3257.53857421875,1239.0,5315.23095703125,1204.3846435546875,5276.76904296875,1442.84619140625,3257.53857421875,1435.15380859375,signboard
