filename,w,h,x1,y1,x2,y2,x3,y3,x4,y4,class
gangnam__1.jpg,8192,4828,2293.22216796875,1930.6666259765625,3348.77783203125,1919.5555419921875,3359.888916015625,2386.22216796875,2309.888916015625,2375.111083984375,signboard
gangnam__10.jpg,8192,4828,1569.076904296875,1302.4615478515625,3199.84619140625,1248.6153564453125,3207.53857421875,1548.6153564453125,1584.4615478515625,1564.0,signboard
gangnam__10.jpg,8192,4828,3231.71435546875,1130.6666259765625,4903.14306640625,1064.0,4893.619140625,1568.761962890625,3231.71435546875,1564.0,signboard
gangnam__100.jpg,2197,1295,306.7474365234375,212.9639129638672,1762.41748046875,137.70619201660156,1760.355712890625,655.23193359375,311.9020690917969,630.4896850585938,signboard
gangnam__11.jpg,8192,4828,384.8888854980469,902.888916015625,4373.77783203125,714.0,4373.77783203125,1247.3333740234375,418.22222900390625,1358.4444580078125,signboard
gangnam__11.jpg,8192,4828,4446.0,404.9090881347656,6843.05859375,249.2941131591797,6827.818359375,1623.0909423828125,4418.72705078125,1677.6363525390625,signboard
gangnam__12.jpg,8192,4828,2860.705810546875,749.2941284179688,4078.35302734375,725.7647094726562,4090.11767578125,1137.5294189453125,2884.2353515625,1119.88232421875,signboard
gangnam__12.jpg,8192,4828,5436.47607421875,773.5238037109375,6641.23828125,849.7142944335938,6626.9521484375,1073.5238037109375,5417.4287109375,1021.1428833007812,signboard
gangnam__13.jpg,8192,4828,2657.53857421875,539.0,5122.9228515625,539.0,5122.9228515625,915.923095703125,2657.53857421875,915.923095703125,signboard
gangnam__14.jpg,8192,4828,1789.3333740234375,644.0,2976.0,544.0,3062.666748046875,990.6666870117188,1902.6666259765625,1064.0,signboard
gangnam__16.jpg,8192,4828,2262.666748046875,1384.0,4656.0,1424.0,4662.66650390625,1844.0,2282.666748046875,1777.3333740234375,signboard
gangnam__16.jpg,8192,4828,2229.333251953125,417.3333435058594,4669.33349609375,464.0,4682.66650390625,837.3333129882812,2216.0,790.6666870117188,signboard
gangnam__17.jpg,8192,4828,3415.230712890625,417.8461608886719,4015.230712890625,402.4615478515625,4007.53857421875,633.2307739257812,3415.230712890625,633.2307739257812,signboard
gangnam__17.jpg,8192,4828,6090.11767578125,325.76470947265625,6425.41162109375,366.941162109375,6348.94140625,908.11767578125,6037.17626953125,890.4705810546875,signboard
gangnam__18.jpg,8192,4828,6930.615234375,677.4615478515625,8146.0,669.7692260742188,8126.76904296875,1204.3846435546875,6872.9228515625,1196.6922607421875,signboard
gangnam__18.jpg,8192,4828,2569.076904296875,692.8461303710938,3792.15380859375,700.5384521484375,3815.230712890625,1500.5384521484375,2576.769287109375,1500.5384521484375,signboard
gangnam__19.jpg,8192,4828,876.0,754.0,4016.0,714.0,4026.0,1364.0,976.0,1374.0,signboard
